TIMESTAMP,TARGETVAR,U10,V10,U100,V100
20120103 7:00,0.209096885654055,4.67173313634318,-1.035532581,7.2407857910818,-1.596680412
20120103 8:00,0.19039563858426,3.6217962849912,-0.652907148,6.80623940849738,-1.164853807
20120103 9:00,0.150831684403205,2.44434772300991,-0.253626771,5.99499210334789,-0.465185382
20120103 10:00,0.132882246456483,1.98003456394026,0.487079966901949,5.00174322886922,1.15990385619862
20120103 11:00,0.192181183015521,2.04979780987727,0.485326814860319,3.54573067423571,0.689267517666009
20120103 12:00,0.240390935272278,2.33427682386485,0.176333767523026,4.72286227121493,0.515990259460623
20120103 13:00,0.341979127901523,2.93734132763144,0.976209386516727,7.0376212485748,2.63850001848748
20120103 14:00,0.545343469912859,4.08029584023276,2.0842014768269,7.47357849603774,3.9050091896606
20120103 15:00,0.759890956188456,4.64886629461938,2.37478642772708,7.61184325413278,3.97770911187296
20120103 16:00,0.828305606381029,3.88185816290083,2.24505317664646,6.21508702439715,3.73774470697654
20120103 17:00,0.714500501559464,3.74116895026119,2.83279739860293,5.77348631742012,4.49918073435857
20120103 18:00,0.753124700387136,3.7760505732297,3.77336346893744,5.76831314619888,5.80504625439853
20120103 19:00,0.696926966595899,3.15283224285909,4.72926961963621,4.81268733514743,7.26560409012342
20120103 20:00,0.723146304896436,2.05909957600221,4.49653868610982,3.08861045359496,6.84416318767436
20120103 21:00,0.595996603134925,1.74477739569713,5.19122518260572,2.51438844803697,7.60669244696936
20120103 22:00,0.409078083980923,1.32115946342407,5.47479752533938,1.83435157658993,7.80839373491191
20120103 23:00,0.278921148883876,1.13977502398785,5.48443986156834,1.54888658283588,7.66135404261775
20120104 0:00,0.282398265157372,1.00373669441068,5.23023281553199,1.35230607642864,7.20055679130185
20120104 1:00,0.318861000786817,1.4005250180164,5.49835451303436,1.86554573110249,7.50714757819277
20120104 2:00,0.270087394055327,0.992355582271428,5.59664363675393,1.30890895876744,7.60809666689182
20120104 3:00,0.245653601238305,0.555289195323273,5.28425939206105,0.722895541486591,7.15321764070573
20120104 4:00,0.229583677155111,0.524786857942135,5.01031495317929,0.672246153649007,6.72631245837601
20120104 5:00,0.304012771921421,0.525990897575601,5.0015565164122,0.679337067946269,6.71232553644783
20120104 6:00,0.422610647144003,0.262306217846549,4.89353579628475,0.344544614339838,6.60043016102237
20120104 7:00,0.461234837553645,0.025913103142726,4.70522940579232,0.0274794464765611,6.39184258618035
20120104 8:00,0.404097346304517,-0.176766902,4.51643643547949,-0.268819472,6.23798644497035
20120104 9:00,0.31632364933699,-0.661192181,4.25319675264639,-1.011845992,6.28663660819881
20120104 10:00,0.298092276787124,-1.024009457,3.16715059352722,-2.031924663,5.99656000994913
20120104 11:00,0.0764965674871921,-1.284483365,2.82508497979031,-2.643262774,5.53195095111735
20120104 12:00,0.0758387351621609,-1.33384899,2.5073483570731,-2.86206813,5.11416767439296
20120104 13:00,0.0319518840477626,-1.352712277,2.07234599764096,-3.11936702,4.51941942892505
20120104 14:00,0.00714218403856961,-1.267225463,1.58625275706746,-3.252068416,3.80061326722457
20120104 15:00,0,-1.233512353,1.37361737555533,-3.349821735,3.40897945323548
20120104 16:00,0,-1.225084076,1.287979327,-3.393886702,3.22410883296734
20120104 17:00,0.00928895251073337,-1.114713776,1.32593255315672,-3.080873485,3.13228164987362
20120104 18:00,0.013896719835672,-1.246355443,1.38578187106517,-3.074795559,3.06477954839413
20120104 19:00,0,-1.425757348,1.46655412125056,-2.980587697,2.79355488839548
20120104 20:00,0,-0.86106276,1.01841410666778,-2.629587439,2.73395843844061
20120104 21:00,0,-1.27685778,1.72395484623893,-1.882002475,2.41286736113279
20120104 22:00,0,-1.089830291,2.15993036531186,-1.476300878,2.844029433
20120104 23:00,0.0194501235611802,-0.629887151,2.46696223198041,-0.833560147,3.21924381664449
20120105 0:00,0.0582651991463422,-0.248607933,2.50929467635467,-0.327066268,3.2520826768237
20120105 1:00,0.0730194543704581,0.973580215890912,3.12149236492309,1.27649839783774,4.07118685483121
20120105 2:00,0.0948219157828467,0.995973743272647,3.51662947883331,1.28535522933722,4.61288543470252
20120105 3:00,0.188140208058275,1.15879334861068,3.76909105806082,1.51445193745697,4.96604328908759
20120105 4:00,0.278075362962759,1.18631872601739,4.10030212071709,1.57704021338659,5.44052795473722
20120105 5:00,0.219246307237175,1.06082166631559,4.6987981947757,1.40580813773008,6.30291665076787
20120105 6:00,0.21182219385673,1.07761681185189,5.21808155315009,1.43769273112819,7.12201502916423
20120105 7:00,0.22526077811726,0.879340788159445,5.33203668799406,1.19914873607566,7.35783333838265
20120105 8:00,0.201296864029185,0.467393190699615,5.01564905751261,0.637035163575653,7.04340892609142
20120105 9:00,0.180622119984296,0.117027793539556,3.96225890858902,0.205412241834575,6.15994468068618
20120105 10:00,0.130344889745387,-0.044392216,2.35576944664222,-0.073873178,5.69115610946211
20120105 11:00,0.0825110415240392,-0.355102409,2.60081930978232,-0.865673914,6.20893109274604
20120105 12:00,0.00864580228471791,-0.640619883,2.12924887372066,-1.707663362,5.3266060662259
20120105 13:00,0.0303542879513174,-0.746522606,1.81980972707116,-2.023557019,4.75699662366933
20120105 14:00,0.0156940116297524,-0.859423307,1.69149439230782,-2.346536141,4.47390073071871
20120105 15:00,0.014754253119608,-1.002648576,1.53677481898307,-2.650030234,4.05466818099707
20120105 16:00,0.00582651833625333,-1.163135522,1.45848856780977,-2.867908288,3.53803241659826
20120105 17:00,0.0127807529877527,-1.176664945,1.37556999408184,-3.030283533,3.41955365254649
20120105 18:00,0.0118409913208465,-1.410863918,1.21992395624616,-3.64730946,3.25379730476253
20120105 19:00,0.0163518471115453,-1.575083119,0.934572886880753,-4.117311985,2.62551808962262
20120105 20:00,0.043698901727328,-1.785955502,0.80579431986195,-4.596171342,2.16869131669225
20120105 21:00,0.0333615265481219,-2.782000939,1.1675787113788,-4.087198758,1.68110563386382
20120105 22:00,0.0282868152304348,-3.143096568,1.19074032415197,-4.307438635,1.56148765092694
20120105 23:00,0.0773423534083091,-3.096443386,0.978579951149769,-4.15805341,1.24364558198037
20120106 0:00,0.0833568274451562,-2.813725103,0.40834104467442,-3.7222973,0.461002207907637
20120106 1:00,0.0683206449836733,-2.588941929,0.099536236520016,-3.395313992,0.00666817310060774
20120106 2:00,0.00939467772384913,-2.342081664,-0.071169092,-3.041540101,-0.246612312
20120106 3:00,0,-1.936100626,-0.29443623,-2.482884983,-0.548761032
20120106 4:00,0.2160511192533,-1.10034479,-0.325780428,-1.357576381,-0.607760486
20120106 5:00,0.357391211241654,-0.803418487,-0.240427764,-0.959503847,-0.483206083
20120106 6:00,0.491777075944286,-0.827212248,-0.323369336,-0.998880419,-0.596437358
20120106 7:00,0.337468284737871,-0.27301591,-0.36532234,-0.296254709,-0.607164532
20120106 8:00,0.188892018233604,-0.340431565,-0.439101762,-0.409462354,-0.735890614
20120106 9:00,0.274786200285349,-0.733524316,-0.652724531,-0.5571245,-1.237683951
20120106 10:00,0.41528050740484,-1.021032255,-1.055376929,-0.9287409,-1.653659901
20120106 11:00,0.289916357440367,-1.277310883,-0.968095392,-1.625829279,-2.257361386
20120106 12:00,0.252325904443421,-1.307053084,-0.799318937,-1.611678324,-2.560702014
20120106 13:00,0.276101865987666,-1.43841447,-1.035605973,-1.622137726,-3.545218159
20120106 14:00,0.203176389467504,-1.373477332,-1.673098752,-1.515697929,-5.05774962
20120106 15:00,0.139742500100925,-0.79945286,-2.272496274,-0.956427552,-6.317596551
20120106 16:00,0.161450988924286,-0.417761286,-2.588831571,-0.451915221,-7.228214389
20120106 17:00,0.233436700620778,-0.43164098,-2.797632156,-0.444532114,-7.735371313
20120106 18:00,0.307771814380029,-0.4197441,-3.072014449,-0.508519044,-8.126913145
20120106 19:00,0.334930919608742,-0.549618376,-3.275510631,-0.842604648,-8.368870503
20120106 20:00,0.430692596006241,-0.620503954,-3.45200258,-1.006263526,-8.469586743
20120106 21:00,0.234564419040532,-0.865381405,-4.03982686,-1.406797096,-8.11737788
20120106 22:00,0.178366693667327,-0.753848153,-4.544709567,-1.064097867,-7.564928445
20120106 23:00,0.0996146956541508,-0.617529734,-4.594378067,-0.903515283,-7.435010455
20120107 0:00,0.0617423164720919,-0.43015387,-5.313365762,-0.338092317,-7.918329216
20120107 1:00,0.11371111434422,-1.868353561,-4.659677993,-2.547139722,-6.990839065
20120107 2:00,0.0863640597284372,-1.436902551,-5.422711539,-1.959126797,-8.389123234
20120107 3:00,0.0323277891354266,-2.191941819,-4.535526454,-3.622875044,-8.855597204
20120107 4:00,0.0109893348750818,-1.309471777,-4.10054296,-2.483861174,-7.76393434
20120107 5:00,0.00985281119448336,-0.637477282,-3.390976135,-0.189118346,-6.905508461
20120107 6:00,0,1.90493370501345,-3.443083533,4.48453971767095,-7.038624204
20120107 7:00,0.0108806749257692,3.47896626305861,-5.33571484,5.72205321451495,-8.28729538
20120107 8:00,0.0657832914293376,0.915078178820102,-4.619351398,2.01787026810056,-7.6734839
20120107 9:00,0.0283807909762239,0.581944544643171,-4.31123809,1.37553330591815,-7.170602205
20120107 10:00,0.0180404810608209,0.97425951211228,-4.256865153,2.02861568196607,-7.444229009
20120107 11:00,0.00986749224124514,1.75650310296613,-3.5862656,3.52640698133008,-6.322415998
20120107 12:00,0.0632459357704941,2.51106510244139,-3.093737414,4.74481752019096,-5.461145765
20120107 13:00,0.0771544019167311,2.55449656477678,-2.692283898,4.83197476598895,-4.830837035
20120107 14:00,0.113147257764978,2.5645192099311,-1.919735088,4.75377203174555,-3.660101144
20120107 15:00,0.224039089212987,3.34676280078495,-1.352444115,5.95845231955607,-2.533168297
20120107 16:00,0.252701808478831,3.4894661770298,-1.73758575,6.13455771346295,-2.896676671
20120107 17:00,0.216145092894581,3.42933030610388,-1.284931051,6.14530312732846,-2.035975309
20120107 18:00,0.264824735455077,3.44555744587754,-1.028018925,6.29514195400856,-1.617286477
20120107 19:00,0.26651629887928,3.64219219842897,-1.281759297,6.23007250337855,-1.9876213
20120107 20:00,0.285969359281165,3.83309972517792,-1.72716427,6.47065038047847,-2.595744073
20120107 21:00,0.324405595042466,3.94287155305857,-2.086478761,6.59481960736876,-3.103745604
20120107 22:00,0.5980640874306,4.52895766017787,-2.494728894,6.73212211787243,-3.53438072
20120107 23:00,0.676158243648461,5.28304239083626,-2.423590969,7.51773126492825,-3.350066615
20120108 0:00,0.561695321233421,6.82652974460158,-2.352906151,9.68412609370147,-3.333000494
20120108 1:00,0.719857130644233,8.8414964200616,-3.075946008,12.707148092545,-4.392906012
20120108 2:00,0.871910500794949,7.60446774098233,-1.78294331,11.029032773254,-2.517780292
20120108 3:00,0.935156435513189,6.77670148507764,-0.324452218,9.77138723277919,-0.340156155
20120108 4:00,0.966732419734558,6.69528906756442,-0.89817855,9.4987808672295,-1.183264189
20120108 5:00,0.984587884039997,7.20004605614639,-1.360250061,10.2391733038408,-1.927361697
20120108 6:00,0.973874606929889,7.64231351344794,-0.476482219,10.99354555,-0.745309656
20120108 7:00,0.964758930125242,7.66651720514106,-0.166939168,11.3946586678768,-0.262405559
20120108 8:00,0.943332364330232,6.7089311483369,-0.727207106,10.0676517444515,-1.056919469
20120108 9:00,0.717319782351167,6.03298804941632,-0.691816516,9.58588585977201,-1.072712559
20120108 10:00,0.676064276320703,5.20830226336347,-0.37928271,8.78419731729749,-0.604386699
20120108 11:00,0.804623591119463,4.74887218831589,-0.483959105,8.56052029941057,-0.764747305
20120108 12:00,0.687341404748783,4.38405654443232,-0.71524409,7.99057405191024,-1.111587858
20120108 13:00,0.712808940239769,4.64853688456987,-0.94403678,8.11961848530654,-1.505200254
20120108 14:00,0.830561007443902,3.93166754333183,-1.19326629,7.41901474899246,-1.947406773
20120108 15:00,0.896814187072471,3.92594667074982,-1.44748039,7.3061008697707,-2.342841449
20120108 16:00,0.912414227165449,4.00383855128949,-1.454458816,7.62279741673079,-2.405406382
20120108 17:00,0.817780264978689,4.13013781521541,-1.607984194,7.63408880465296,-2.589456623
20120108 18:00,0.865144219739535,4.04344459224187,-1.401123701,7.77711305166719,-2.301536444
20120108 19:00,0.692604048617478,4.10197351942705,-1.152891109,7.60505380713879,-1.739666897
20120108 20:00,0.652664206184822,3.89910257632654,-1.004350321,7.22921189487207,-1.410441714
20120108 21:00,0.723522206827338,5.59556133045339,-0.293547759,8.19381903450942,-0.601349566
20120108 22:00,0.756225891580144,6.2252973815962,0.598693886453432,9.10089386425758,0.714336313361744
20120108 23:00,0.853961087050069,6.21957650901419,0.868360216177041,9.05734136798633,1.35760101636013
20120109 0:00,0.504557831036546,6.38812221662264,0.35544588478038,9.09551701286606,0.745315066763932
20120109 1:00,0.725589689018507,6.47484617397866,-0.024236903,9.11096869750092,0.012476433060726
20120109 2:00,0.783291024219829,6.63707888833447,-0.368689598,9.40475298184593,-0.401457874
20120109 3:00,0.746828297008415,6.434911967,-0.606890745,9.15793421234519,-0.777926594
20120109 4:00,0.776712686237962,6.55097075533023,-0.849539631,9.27734653200243,-1.203946574
20120109 5:00,0.675594392330488,7.32594395236836,-0.269850948,10.3425643793214,-0.429859206
20120109 6:00,0.823888708447801,7.02477347751296,0.00837985191515772,9.9553486984245,-0.000817807
20120109 7:00,0.85189361012017,7.4066443282274,0.684930412182812,10.6673259181382,1.02465156348063
20120109 8:00,0.752466852278297,6.89207543679629,0.526788571944938,10.24013959,0.946698971346803
20120109 9:00,0.671741361499042,6.53391552125693,0.801560019358244,10.4539825687924,1.36848896599343
20120109 10:00,0.72314630594869,5.40951801637552,0.485276338882496,8.84816166762767,0.932800447167903
20120109 11:00,0.818062191163802,4.77140267324268,-0.41909731,7.93832972580409,-0.533795996
20120109 12:00,0.617329180557098,4.72231687761708,-0.4418302,7.60657332307436,-0.651631309
20120109 13:00,0.611126764498958,4.97398557552801,0.42547895554255,7.84789612807204,0.875997783132397
20120109 14:00,0.467343283127265,5.00060837993512,0.92313155904111,7.87537595058731,1.50989134242224
20120109 15:00,0.549102507110198,4.78055426225762,1.13662304336224,7.62456011599344,1.87064868741369
20120109 16:00,0.636970194555069,4.05924265535257,1.40447578526514,6.85262691988283,2.51179365062296
20120109 17:00,0.627384625342175,3.5463376891969,1.45735446309468,5.78740907256385,2.66830311855058
20120109 18:00,0.656235300308614,3.33834702976638,1.3698822577131,5.63552059902494,2.59155909373665
20120109 19:00,0.537637438765333,2.99557842302488,1.29674165660309,5.66649785349669,2.76680135512278
20120109 20:00,0.468564973083792,3.14408375385827,1.07484888701932,5.59155288300051,2.30935862453898
20120109 21:00,0.405694941348708,3.62994993428797,0.925108332044083,5.53809213737991,1.73589343124436
20120109 22:00,0.612724344811595,4.7722346358804,1.80081877236131,6.7806797482065,2.7589456675434
20120109 23:00,0.583215850147172,4.56757182700077,1.43808092631569,6.47190646976226,2.22898889776534
20120110 0:00,0.51498918406605,4.81424874908537,1.26115974254957,6.75619772451108,1.90448857237101
20120110 1:00,0.452213134390278,5.5233440019202,1.09458886095422,7.92414910898847,1.71165998327685
20120110 2:00,0.572408593082258,6.60305391347474,0.835383758706747,9.29194876259712,1.30162924812716
20120110 3:00,0.80951037199065,6.80803105090893,0.710048882576685,9.77689591251292,1.16731824833112
20120110 4:00,0.626538844682328,6.80107573886026,0.0914606229670254,9.8231524098895,0.277371379763873
20120110 5:00,0.672869071500765,6.58791588136882,-0.148876864,9.67045623037755,0.0120252582156022
20120110 6:00,0.885443066062538,7.34849971069049,0.868177471816046,10.682627974048,1.2688704676891
20120110 7:00,0.942392610029103,7.17707172549104,2.00607439381406,10.673675103588,3.41184068801207
20120110 8:00,0.862606883021263,6.38089306392032,1.09189348727401,9.76147708005406,1.8323214912237
20120110 9:00,0.920214242476797,5.72995768336584,0.423440814580343,9.00545690787764,0.808063622860416
20120110 10:00,0.972558937018558,5.18417025554706,-0.104403198,8.90548318774115,0.0300425874565344
20120110 11:00,0.965510731882538,4.85481577324263,-0.853267852,8.53393906365182,-1.261199341
20120110 12:00,0.990226475086513,5.76718905962634,-1.179857296,9.70726247560193,-1.942035995
20120110 13:00,0.991542144997844,5.81055747592978,-1.449394664,9.90422562572158,-2.039766357
20120110 14:00,0.998308430262274,5.79091894779238,-1.081476157,9.89577013695382,-1.533643199
20120110 15:00,0.99342166622715,6.29374709531058,0.2024201728026,10.3672879811796,0.575476281750203
20120110 16:00,0.996334922764641,6.83094266706924,1.41443987100657,11.0183606162974,2.51752598205308
20120110 17:00,0.982896315354525,6.92217999570761,1.96070227019709,11.3356901359346,3.26879401343255
20120110 18:00,0.987031281841369,6.48685928866175,2.49483548782663,10.6851148825091,4.24118381276891
20120110 19:00,0.990602370703891,6.58259711333161,4.17674866428165,10.2101153664377,6.42510250863946
20120110 20:00,0.990508394958103,5.80032907585822,4.64080216622557,9.2143572186106,7.58913117353846
20120110 21:00,0.983836081230447,5.73936781143168,5.56261996485958,9.11338873508967,8.95571829747945
20120110 22:00,0.979701124213889,5.29463697631998,5.93233538799592,8.12608607603033,9.23744380924675
20120110 23:00,0.971901109954796,4.52096079490671,6.48893005296061,6.6936268024329,9.79816493441151
20120111 0:00,0.912790126991844,4.59706009143916,7.28271760178433,6.6234959838297,10.6946635590664
20120111 1:00,0.922845549679589,4.09356563234221,7.60227723680681,5.77392705495013,10.998419353778
20120111 2:00,0.79729347558214,3.78086845308655,7.1036768135972,5.32511179171366,10.1421106559788
20120111 3:00,0.800394694133749,3.53056644339401,6.78341091419349,4.93919356236418,9.66261708796267
20120111 4:00,0.694859493875017,3.39603812982727,6.58462518352912,4.74960393164768,9.3968322311013
20120111 5:00,0.652194330612639,3.17711403777631,6.25495172897052,4.42253935543531,8.86968407691968
20120111 6:00,0.44497696934465,2.90336875628259,6.18909884288623,4.06672184944604,8.78321802367088
20120111 7:00,0.356921329355947,2.4741765494611,6.05084868452294,3.47908384713042,8.71885976812774
20120111 8:00,0.37073582396541,2.06554228868063,5.91505267098267,2.93098112325805,8.6545015125846
20120111 9:00,0.236819841148486,1.59884084697725,5.22952821708662,2.40579089030166,8.1283359271899
20120111 10:00,0.184381162442904,0.867410766780617,3.8102144611085,1.53062359021693,7.24304145017661
20120111 11:00,0.0941640803010536,0.499892398082209,3.34965328265566,0.926362800374035,7.01508549161158
20120111 12:00,0.201484819729778,0.481498446361288,2.79256240783082,0.956014259206475,6.46877724608506
20120111 13:00,0.152147350105521,0.594386816726942,2.2150203261475,1.26735457694709,5.79670019583302
20120111 14:00,0.0932243175818936,0.740456433334259,1.86530468886759,1.66180883232409,5.2720084636187
20120111 15:00,0.137393098038166,0.857312126620112,1.65752042718549,1.92328078748287,4.81216627134098
20120111 16:00,0.118691848863864,1.11374545355296,1.58348705835782,2.250794628,4.421595179
20120111 17:00,0.142843713391264,1.29516031072204,1.41087887247229,2.74723193140248,4.19462178876289
20120111 18:00,0.132788268606187,1.2702743760408,1.40188034145457,2.75172457668012,4.13075481761321
20120111 19:00,0.0641856953328924,1.26197906448038,1.4309210551936,2.81821572678923,4.21672958646855
20120111 20:00,0.0273470525112748,1.31319359672295,1.586350227,2.91795245195289,4.34986765709597
20120111 21:00,0.0412555207620196,1.5977588498172,2.37944802928964,2.46329674985548,4.31203875879962
20120111 22:00,0.12038341860159,1.8354375593091,4.47937794951778,2.66007461301622,6.58422907854795
20120111 23:00,0.0982050531537916,1.66953132810079,4.38039410832276,2.39950118691296,6.41817495355878
20120112 0:00,0.096043603634866,1.74563179502461,4.31454122223848,2.42690632310658,6.07034560298974
20120112 1:00,0.0657832903770837,1.56868734387828,2.97564666841998,2.05051084927098,4.10770256038755
20120112 2:00,0.0694483591944114,1.88416994571387,2.9646006680753,2.47730952700576,4.0327393330377
20120112 3:00,0.148012403611501,2.13940784731194,3.05426820028511,2.86575430057629,4.18022133467164
20120112 4:00,0.21191616960252,2.25775838268981,3.33821538561618,3.05083418695031,4.52814848769756
20120112 5:00,0.190019730339834,2.24492519210667,3.60331939388867,3.06465943147463,4.89481644756094
20120112 6:00,0.153181087518217,2.17790741906137,3.61469027659644,2.98438381810759,5.01948355391449
20120112 7:00,0.187012497004299,2.39464574891001,3.61469027659644,3.32020346735972,5.1184839030776
20120112 8:00,0.191805277927857,2.27843407862932,3.92072946261689,3.28095761193583,5.738560164
20120112 9:00,0.188704063585263,1.56547904623249,4.30051694505628,2.25298378520786,6.52037773628858
20120112 10:00,0.19518841740331,1.01507776122214,3.71670333860326,1.58179046233341,6.05470942726209
20120112 11:00,0.14415937909358,1.01400832867354,2.50456724195539,1.96845133338467,5.2125953461092
20120112 12:00,0.166995577918664,1.36371277206419,2.00977140298602,2.82740039641204,4.59537094700584
20120112 13:00,0.153087111772427,1.05999392826314,1.73557068854732,2.38900635230202,4.11911000802774
20120112 14:00,0.199417341747626,0.889954153036494,1.83173586801871,1.67232351518624,4.04455418952219
20120112 15:00,0.155718447386075,1.20543675487209,2.47890153527214,2.00412938377002,4.59170426740721
20120112 16:00,0.192839014288298,1.10669248288513,2.36519270819448,1.75661290922164,4.33707373972431
20120112 17:00,0.148670232779772,1.30525045940765,2.1186069946175,2.09377048536322,3.97692432136961
20120112 18:00,0.0928484145987374,1.40256882132982,1.73719510036271,2.41576489009103,3.51981159807327
20120112 19:00,0.0861761071846052,1.48883638024983,2.74692948481235,2.25342976083768,4.46988902296371
20120112 20:00,0.0260313878612124,1.23894564139474,3.45354862450924,1.82707705873271,5.47415182414507
20120112 21:00,0.160041346423927,1.09314633726959,4.01754440681444,1.53094924053428,5.86241245275596
20120112 22:00,0.0937881783701514,0.988698425023455,4.24496206096976,1.33828776845338,6.00296850403693
20120112 23:00,0.115778590221864,0.93130554491551,4.20110294195409,1.26514776516341,5.89826443105372
20120113 0:00,0.187764302970612,0.954833060984605,3.78135492885598,1.28655459539462,5.2288916998809
20120113 1:00,0.214077620173699,1.4207959149279,4.07111714668571,1.92976365937759,5.57295255969671
20120113 2:00,0.231275253206361,1.32987197222973,4.15506159327336,1.77135769116994,5.58545058477171
20120113 3:00,0.231087301714783,1.12975988873681,4.32020464006494,1.49473831385209,5.80753087648902
20120113 4:00,0.274786199233096,0.944735621062803,4.25391206308685,1.2304131310817,5.68879963827652
20120113 5:00,0.382482840592722,0.796636797366654,4.30804446322281,1.02377609195709,5.7724402676246
20120113 6:00,0.350906860580369,0.60168633507494,4.43003849541326,0.764652299187551,5.98586808044383
20120113 7:00,0.417723886265641,0.362266520895911,4.5794909914408,0.424197680950201,6.2752454302573
20120113 8:00,0.435203440222146,-0.038751742,4.77326929337676,-0.126203952,6.70498521552846
20120113 9:00,0.352504455624561,-0.37068369,4.41670152726382,-0.639250147,6.78381891215539
20120113 10:00,0.20411615113441,-0.384580362,3.52077107863681,-0.830283017,6.76074563509385
20120113 11:00,0.119913540924899,-0.431432001,3.28815866355983,-0.944240743,6.61749904000346
