TIMESTAMP,POWER
1252009 4:00,39
1252009 5:00,38
1252009 6:00,38
1252009 7:00,37
1252009 8:00,37
1252009 9:00,37
1252009 10:00,37
1252009 11:00,37
1252009 12:00,38
1252009 13:00,39
1252009 14:00,39
1252009 15:00,40
1252009 16:00,40
1252009 17:00,40
1252009 18:00,39
1252009 19:00,39
1252009 20:00,38
1252009 21:00,38
1252009 22:00,37
1252009 23:00,37
1262009 0:00,36
1262009 1:00,36
1262009 2:00,36
1262009 3:00,36
1262009 4:00,36
1262009 5:00,36
1262009 6:00,36
1262009 7:00,36
1262009 8:00,37
1262009 9:00,37
1262009 10:00,38
1262009 11:00,39
1262009 12:00,40
1262009 13:00,42
1262009 14:00,43
1262009 15:00,44
1262009 16:00,44
1262009 17:00,44
1262009 18:00,43
1262009 19:00,43
1262009 20:00,43
1262009 21:00,42
1262009 22:00,42
1262009 23:00,42
1272009 0:00,42
1272009 1:00,42
1272009 2:00,42
1272009 3:00,41
1272009 4:00,41
1272009 5:00,41
1272009 6:00,37
1272009 7:00,38
1272009 8:00,38
1272009 9:00,41
1272009 10:00,43
1272009 11:00,47
1272009 12:00,49
1272009 13:00,49
1272009 14:00,51
1272009 15:00,51
1272009 16:00,52
1272009 17:00,52
1272009 18:00,51
1272009 19:00,50
1272009 20:00,50
1272009 21:00,49
1272009 22:00,49
1272009 23:00,49
1282009 0:00,48
1282009 1:00,48
1282009 2:00,48
1282009 3:00,47
1282009 4:00,50
1282009 5:00,50
1282009 6:00,52
1282009 7:00,54
1282009 8:00,57
1282009 9:00,59
1282009 10:00,62
1282009 11:00,62
1282009 12:00,63
1282009 13:00,63
1282009 14:00,64
1282009 15:00,64
1282009 16:00,65
1282009 17:00,60
1282009 18:00,57
1282009 19:00,56
1282009 20:00,55
1282009 21:00,54
1282009 22:00,53
1282009 23:00,51
1292009 0:00,48
1292009 1:00,47
1292009 2:00,46
1292009 3:00,44
1292009 4:00,42
1292009 5:00,39
1292009 6:00,37
1292009 7:00,35
1292009 8:00,34
1292009 9:00,39
1292009 10:00,42
1292009 11:00,46
1292009 12:00,49
1292009 13:00,51
1292009 14:00,54
1292009 15:00,54
1292009 16:00,55
1292009 17:00,54
1292009 18:00,49
1292009 19:00,42
1292009 20:00,38
1292009 21:00,36
1292009 22:00,35
1292009 23:00,34
1302009 0:00,33
1302009 1:00,31
1302009 2:00,31
1302009 3:00,30
1302009 4:00,29
1302009 5:00,28
1302009 6:00,28
1302009 7:00,29
1302009 8:00,28
1302009 9:00,33
1302009 10:00,41
1302009 11:00,46
1302009 12:00,49
1302009 13:00,50
1302009 14:00,50
1302009 15:00,50
1302009 16:00,49
1302009 17:00,46
1302009 18:00,43
1302009 19:00,40
1302009 20:00,36
1302009 21:00,37
1302009 22:00,35
1302009 23:00,34
1312009 0:00,33
1312009 1:00,33
1312009 2:00,28
1312009 3:00,26
1312009 4:00,25
1312009 5:00,26
1312009 6:00,25
1312009 7:00,22
1312009 8:00,26
1312009 9:00,32
1312009 10:00,38
1312009 11:00,44
1312009 12:00,47
1312009 13:00,47
1312009 14:00,49
1312009 15:00,51
1312009 16:00,50
1312009 17:00,50
1312009 18:00,45
1312009 19:00,36
1312009 20:00,32
1312009 21:00,32
1312009 22:00,32
1312009 23:00,37
212009 0:00,34
212009 1:00,35
212009 2:00,34
212009 3:00,34
212009 4:00,35
212009 5:00,36
212009 6:00,29
212009 7:00,31
212009 8:00,28
212009 9:00,41
212009 10:00,48
212009 11:00,52
212009 12:00,56
212009 13:00,59
212009 14:00,59
212009 15:00,59
212009 16:00,59
212009 17:00,60
212009 18:00,55
212009 19:00,54
212009 20:00,51
212009 21:00,51
212009 22:00,50
212009 23:00,49
222009 0:00,47
222009 1:00,45
222009 2:00,44
222009 3:00,39
222009 4:00,40
222009 5:00,32
222009 6:00,31
222009 7:00,29
222009 8:00,29
222009 9:00,34
222009 10:00,47
222009 11:00,56
222009 12:00,61
222009 13:00,62
222009 14:00,61
222009 15:00,61
222009 16:00,60
222009 17:00,59
222009 18:00,56
222009 19:00,55
222009 20:00,54
222009 21:00,52
222009 22:00,47
222009 23:00,44
232009 0:00,41
232009 1:00,38
232009 2:00,38
232009 3:00,37
232009 4:00,36
232009 5:00,34
232009 6:00,33
232009 7:00,32
232009 8:00,32
232009 9:00,36
232009 10:00,38
232009 11:00,41
232009 12:00,43
232009 13:00,45
232009 14:00,46
232009 15:00,47
232009 16:00,47
232009 17:00,46
232009 18:00,44
232009 19:00,43
232009 20:00,42
232009 21:00,39
232009 22:00,36
232009 23:00,36
242009 0:00,36
242009 1:00,33
242009 2:00,32
242009 3:00,31
242009 4:00,27
242009 5:00,25
242009 6:00,24
242009 7:00,24
242009 8:00,23
242009 9:00,24
242009 10:00,26
242009 11:00,28
242009 12:00,31
242009 13:00,33
242009 14:00,34
242009 15:00,35
242009 16:00,36
242009 17:00,34
242009 18:00,32
242009 19:00,31
242009 20:00,29
242009 21:00,28
242009 22:00,27
242009 23:00,25
252009 0:00,25
252009 1:00,24
252009 2:00,23
252009 3:00,22
252009 4:00,20
252009 5:00,19
252009 6:00,18
252009 7:00,18
252009 8:00,18
252009 9:00,24
252009 10:00,26
252009 11:00,28
252009 12:00,30
252009 13:00,32
252009 14:00,34
252009 15:00,35
252009 16:00,35
252009 17:00,36
252009 18:00,32
252009 19:00,28
252009 20:00,26
252009 21:00,24
252009 22:00,22
252009 23:00,23
262009 0:00,25
262009 1:00,26
262009 2:00,26
262009 3:00,24
262009 4:00,22
262009 5:00,20
262009 6:00,20
262009 7:00,26
262009 8:00,26
262009 9:00,33
262009 10:00,38
262009 11:00,41
262009 12:00,41
262009 13:00,42
262009 14:00,42
262009 15:00,42
262009 16:00,42
262009 17:00,42
262009 18:00,43
262009 19:00,43
262009 20:00,40
262009 21:00,35
262009 22:00,33
262009 23:00,33
272009 0:00,32
272009 1:00,30
272009 2:00,30
272009 3:00,29
272009 4:00,28
272009 5:00,28
272009 6:00,27
272009 7:00,27
272009 8:00,30
272009 9:00,38
272009 10:00,48
272009 11:00,55
272009 12:00,62
272009 13:00,62
272009 14:00,63
272009 15:00,64
272009 16:00,64
272009 17:00,65
272009 18:00,65
272009 19:00,61
272009 20:00,60
272009 21:00,60
272009 22:00,57
272009 23:00,56
282009 0:00,55
282009 1:00,53
282009 2:00,51
282009 3:00,50
282009 4:00,50
282009 5:00,50
282009 6:00,48
282009 7:00,47
282009 8:00,49
282009 9:00,53
282009 10:00,60
282009 11:00,67
282009 12:00,70
282009 13:00,72
282009 14:00,73
282009 15:00,75
282009 16:00,74
282009 17:00,73
282009 18:00,67
282009 19:00,58
282009 20:00,53
282009 21:00,49
282009 22:00,48
282009 23:00,46
292009 0:00,44
292009 1:00,43
292009 2:00,41
292009 3:00,40
292009 4:00,38
292009 5:00,37
292009 6:00,38
292009 7:00,35
292009 8:00,37
292009 9:00,44
292009 10:00,54
292009 11:00,62
292009 12:00,65
292009 13:00,68
292009 14:00,70
292009 15:00,70
292009 16:00,70
292009 17:00,67
292009 18:00,62
292009 19:00,56
292009 20:00,54
292009 21:00,56
292009 22:00,53
292009 23:00,55
2102009 0:00,55
2102009 1:00,54
2102009 2:00,53
2102009 3:00,54
2102009 4:00,54
2102009 5:00,54
2102009 6:00,54
2102009 7:00,52
2102009 8:00,52
2102009 9:00,56
2102009 10:00,61
2102009 11:00,65
2102009 12:00,67
2102009 13:00,69
2102009 14:00,70
2102009 15:00,71
2102009 16:00,70
2102009 17:00,69
2102009 18:00,65
2102009 19:00,64
2102009 20:00,62
2102009 21:00,59
2102009 22:00,60
2102009 23:00,60
2112009 0:00,58
2112009 1:00,56
2112009 2:00,56
2112009 3:00,56
2112009 4:00,56
2112009 5:00,55
2112009 6:00,55
2112009 7:00,54
2112009 8:00,54
2112009 9:00,56
2112009 10:00,61
2112009 11:00,68
2112009 12:00,69
2112009 13:00,72
2112009 14:00,72
2112009 15:00,74
2112009 16:00,73
2112009 17:00,72
2112009 18:00,71
2112009 19:00,69
2112009 20:00,68
2112009 21:00,67
2112009 22:00,68
2112009 23:00,64
2122009 0:00,61
2122009 1:00,59
2122009 2:00,57
2122009 3:00,54
2122009 4:00,53
2122009 5:00,52
2122009 6:00,50
2122009 7:00,49
2122009 8:00,51
2122009 9:00,55
2122009 10:00,60
2122009 11:00,64
2122009 12:00,65
2122009 13:00,67
2122009 14:00,68
2122009 15:00,69
2122009 16:00,69
2122009 17:00,67
2122009 18:00,63
2122009 19:00,59
2122009 20:00,57
2122009 21:00,52
2122009 22:00,54
2122009 23:00,53
2132009 0:00,51
2132009 1:00,49
2132009 2:00,52
2132009 3:00,52
2132009 4:00,48
2132009 5:00,39
2132009 6:00,37
2132009 7:00,36
2132009 8:00,41
2132009 9:00,50
2132009 10:00,60
2132009 11:00,65
2132009 12:00,67
2132009 13:00,69
2132009 14:00,69
2132009 15:00,69
2132009 16:00,69
2132009 17:00,67
2132009 18:00,62
2132009 19:00,56
2132009 20:00,53
2132009 21:00,51
2132009 22:00,51
2132009 23:00,49
2142009 0:00,48
2142009 1:00,46
2142009 2:00,45
2142009 3:00,44
2142009 4:00,45
2142009 5:00,45
2142009 6:00,46
2142009 7:00,46
2142009 8:00,47
2142009 9:00,47
2142009 10:00,47
2142009 11:00,48
2142009 12:00,51
2142009 13:00,55
2142009 14:00,56
2142009 15:00,59
2142009 16:00,59
2142009 17:00,59
2142009 18:00,57
2142009 19:00,53
2142009 20:00,49
2142009 21:00,47
2142009 22:00,45
2142009 23:00,41
2152009 0:00,41
2152009 1:00,41
2152009 2:00,41
2152009 3:00,41
2152009 4:00,39
2152009 5:00,41
2152009 6:00,36
2152009 7:00,34
2152009 8:00,37
2152009 9:00,43
2152009 10:00,46
2152009 11:00,49
2152009 12:00,51
2152009 13:00,53
2152009 14:00,54
2152009 15:00,55
2152009 16:00,55
2152009 17:00,53
2152009 18:00,49
2152009 19:00,47
2152009 20:00,46
2152009 21:00,45
2152009 22:00,42
2152009 23:00,37
2162009 0:00,38
2162009 1:00,43
2162009 2:00,42
2162009 3:00,41
2162009 4:00,41
2162009 5:00,40
2162009 6:00,39
2162009 7:00,38
2162009 8:00,38
2162009 9:00,39
2162009 10:00,42
2162009 11:00,45
2162009 12:00,46
2162009 13:00,48
2162009 14:00,49
2162009 15:00,50
2162009 16:00,50
2162009 17:00,48
2162009 18:00,45
2162009 19:00,39
2162009 20:00,38
2162009 21:00,38
2162009 22:00,37
2162009 23:00,34
2172009 0:00,32
2172009 1:00,28
2172009 2:00,27
2172009 3:00,26
2172009 4:00,24
2172009 5:00,23
2172009 6:00,22
2172009 7:00,20
2172009 8:00,25
2172009 9:00,32
2172009 10:00,36
2172009 11:00,39
2172009 12:00,42
2172009 13:00,45
2172009 14:00,46
2172009 15:00,49
2172009 16:00,49
2172009 17:00,49
2172009 18:00,44
2172009 19:00,41
2172009 20:00,41
2172009 21:00,41
2172009 22:00,41
2172009 23:00,43
2182009 0:00,43
2182009 1:00,43
2182009 2:00,42
2182009 3:00,42
2182009 4:00,42
2182009 5:00,41
2182009 6:00,40
2182009 7:00,39
2182009 8:00,39
2182009 9:00,40
2182009 10:00,41
2182009 11:00,46
2182009 12:00,50
2182009 13:00,51
2182009 14:00,52
2182009 15:00,53
2182009 16:00,54
2182009 17:00,56
2182009 18:00,57
2182009 19:00,58
2182009 20:00,59
2182009 21:00,59
2182009 22:00,60
2182009 23:00,57
2192009 0:00,55
2192009 1:00,54
2192009 2:00,52
2192009 3:00,54
2192009 4:00,52
2192009 5:00,50
2192009 6:00,50
2192009 7:00,50
2192009 8:00,50
2192009 9:00,52
2192009 10:00,52
2192009 11:00,54
2192009 12:00,56
2192009 13:00,57
2192009 14:00,57
2192009 15:00,57
2192009 16:00,56
2192009 17:00,55
2192009 18:00,50
2192009 19:00,47
2192009 20:00,44
2192009 21:00,41
2192009 22:00,39
2192009 23:00,36
2202009 0:00,35
2202009 1:00,35
2202009 2:00,32
2202009 3:00,31
2202009 4:00,30
2202009 5:00,29
2202009 6:00,26
2202009 7:00,26
2202009 8:00,29
2202009 9:00,33
2202009 10:00,36
2202009 11:00,38
2202009 12:00,42
2202009 13:00,44
2202009 14:00,45
2202009 15:00,45
2202009 16:00,46
2202009 17:00,46
2202009 18:00,44
2202009 19:00,35
2202009 20:00,30
2202009 21:00,28
2202009 22:00,28
2202009 23:00,26
2212009 0:00,25
2212009 1:00,24
2212009 2:00,23
2212009 3:00,22
2212009 4:00,22
2212009 5:00,21
2212009 6:00,20
2212009 7:00,18
2212009 8:00,23
2212009 9:00,31
2212009 10:00,41
2212009 11:00,48
2212009 12:00,50
2212009 13:00,53
2212009 14:00,54
2212009 15:00,55
2212009 16:00,55
2212009 17:00,54
2212009 18:00,52
2212009 19:00,47
2212009 20:00,36
2212009 21:00,41
2212009 22:00,43
2212009 23:00,42
2222009 0:00,41
2222009 1:00,42
2222009 2:00,44
2222009 3:00,45
2222009 4:00,45
2222009 5:00,46
2222009 6:00,47
2222009 7:00,47
2222009 8:00,44
2222009 9:00,48
2222009 10:00,51
2222009 11:00,50
2222009 12:00,50
2222009 13:00,51
2222009 14:00,50
2222009 15:00,50
2222009 16:00,50
2222009 17:00,46
2222009 18:00,42
2222009 19:00,39
2222009 20:00,36
2222009 21:00,35
2222009 22:00,32
2222009 23:00,30
2232009 0:00,30
2232009 1:00,28
2232009 2:00,29
2232009 3:00,28
2232009 4:00,27
2232009 5:00,22
2232009 6:00,22
2232009 7:00,24
2232009 8:00,27
2232009 9:00,32
2232009 10:00,36
2232009 11:00,38
2232009 12:00,41
2232009 13:00,42
2232009 14:00,43
2232009 15:00,44
2232009 16:00,45
2232009 17:00,44
2232009 18:00,41
2232009 19:00,35
2232009 20:00,30
2232009 21:00,28
2232009 22:00,25
2232009 23:00,27
2242009 0:00,27
2242009 1:00,27
2242009 2:00,28
2242009 3:00,27
2242009 4:00,22
2242009 5:00,20
2242009 6:00,19
2242009 7:00,18
2242009 8:00,23
2242009 9:00,30
2242009 10:00,33
2242009 11:00,35
2242009 12:00,38
2242009 13:00,42
2242009 14:00,44
2242009 15:00,45
2242009 16:00,46
2242009 17:00,46
2242009 18:00,43
2242009 19:00,35
2242009 20:00,32
2242009 21:00,30
2242009 22:00,29
2242009 23:00,28
2252009 0:00,28
2252009 1:00,26
2252009 2:00,25
2252009 3:00,26
2252009 4:00,26
2252009 5:00,27
2252009 6:00,28
2252009 7:00,28
2252009 8:00,30
2252009 9:00,34
2252009 10:00,38
2252009 11:00,43
2252009 12:00,48
2252009 13:00,49
2252009 14:00,50
2252009 15:00,52
2252009 16:00,54
2252009 17:00,53
2252009 18:00,51
2252009 19:00,47
2252009 20:00,45
2252009 21:00,44
2252009 22:00,41
2252009 23:00,39
2262009 0:00,40
2262009 1:00,43
2262009 2:00,41
2262009 3:00,39
2262009 4:00,40
2262009 5:00,41
2262009 6:00,41
2262009 7:00,42
2262009 8:00,43
2262009 9:00,44
2262009 10:00,47
2262009 11:00,53
2262009 12:00,58
2262009 13:00,62
2262009 14:00,62
2262009 15:00,62
2262009 16:00,62
2262009 17:00,61
2262009 18:00,61
2262009 19:00,54
2262009 20:00,57
2262009 21:00,57
2262009 22:00,57
2262009 23:00,55
2272009 0:00,55
2272009 1:00,54
2272009 2:00,54
2272009 3:00,54
2272009 4:00,53
2272009 5:00,53
2272009 6:00,52
2272009 7:00,51
2272009 8:00,54
2272009 9:00,58
2272009 10:00,62
2272009 11:00,65
2272009 12:00,66
2272009 13:00,66
2272009 14:00,63
2272009 15:00,59
2272009 16:00,58
2272009 17:00,58
2272009 18:00,58
2272009 19:00,55
2272009 20:00,53
2272009 21:00,52
2272009 22:00,52
2272009 23:00,52
2282009 0:00,52
2282009 1:00,54
2282009 2:00,54
2282009 3:00,54
2282009 4:00,54
2282009 5:00,54
2282009 6:00,54
2282009 7:00,54
2282009 8:00,54
2282009 9:00,54
2282009 10:00,55
2282009 11:00,55
2282009 12:00,56
2282009 13:00,57
2282009 14:00,56
2282009 15:00,57
2282009 16:00,57
2282009 17:00,57
2282009 18:00,50
2282009 19:00,48
2282009 20:00,45
2282009 21:00,43
2282009 22:00,43
2282009 23:00,41
312009 0:00,40
312009 1:00,40
312009 2:00,39
312009 3:00,39
312009 4:00,38
312009 5:00,37
312009 6:00,37
312009 7:00,36
312009 8:00,36
312009 9:00,36
312009 10:00,36
312009 11:00,35
312009 12:00,35
312009 13:00,35
312009 14:00,36
312009 15:00,38
312009 16:00,38
312009 17:00,37
312009 18:00,37
312009 19:00,34
312009 20:00,34
312009 21:00,34
312009 22:00,34
312009 23:00,33
322009 0:00,34
322009 1:00,34
322009 2:00,34
